,siren,activitePrincipaleUniteLegale,categorieEntreprise,dateCreationUniteLegale,division,somme_CIR,CIR2016,CIR2017,CIR2018,CIR2019,CIR2020,CIR2021,CIR2022,CIR2023
697,383903390,71.12B,GE,1992-01-01,71,31326.0,0.0,0.0,31326.0,0.0,0.0,0.0,0.0,0.0
698,383905148,71.12B,ETI,1991-08-01,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699,383938677,22.21Z,ETI,1991-12-02,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
700,383945649,22.21Z,ETI,1991-12-31,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
701,383966991,25.92Z,ETI,1991-12-20,25,7945256.0,1163381.0,1383024.0,1021887.0,1102780.0,1024407.0,845707.0,717056.0,687014.0
702,383967056,62.02A,ETI,1991-12-20,62,38330.0,0.0,38330.0,0.0,0.0,0.0,0.0,0.0,0.0
703,384016606,20.59Z,ETI,1991-09-20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
704,384018263,26.12Z,ETI,1992-01-06,26,1652060.0,226887.0,222921.0,0.0,0.0,152308.0,172581.0,74405.0,802958.0
705,384057287,25.12Z,ETI,1991-10-01,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
706,384093563,20.53Z,ETI,1991-11-01,20,16360000.0,0.0,0.0,1900000.0,2507000.0,2553000.0,3200000.0,3100000.0,3100000.0
707,384119087,71.20A,GE,1991-12-20,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
708,384125050,30.30Z,ETI,1992-01-01,30,16397246.0,4268000.0,3566000.0,687000.0,0.0,3245022.0,607000.0,3453224.0,571000.0
709,384174348,62.02A,ETI,1991-12-17,62,1460.0,0.0,1460.0,0.0,0.0,0.0,0.0,0.0,0.0
710,384295606,71.20B,ETI,1992-01-03,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
711,384305660,71.12B,GE,1992-01-09,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
712,384310413,71.12B,ETI,1991-12-20,71,447173.0,235067.0,151933.0,60173.0,0.0,0.0,0.0,0.0,0.0
713,384315271,20.30Z,ETI,1992-01-22,20,1867637.0,297501.0,292905.0,274851.0,268.0,221825.0,192015.0,271744.0,316528.0
714,384326468,71.12B,ETI,1992-01-06,71,326291.0,0.0,0.0,0.0,62900.0,0.0,254.0,235200.0,27937.0
715,384449773,26.51B,ETI,1992-01-02,26,304666.0,0.0,0.0,214000.0,0.0,0.0,30000.0,0.0,60666.0
716,384454690,95.11Z,GE,1991-09-01,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
717,384473534,25.11Z,ETI,1992-03-02,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
718,384485066,96.03Z,ETI,1992-02-01,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
719,384546529,71.20B,ETI,1992-02-11,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
720,384640199,71.12B,ETI,1991-06-01,71,276309.0,42614.0,73764.0,77631.0,82300.0,0.0,0.0,0.0,0.0
721,384811253,29.32Z,ETI,1992-02-01,29,573604.0,88969.0,110161.0,130826.0,145499.0,98149.0,0.0,0.0,0.0
722,384843744,25.62B,ETI,1992-03-19,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
723,384872503,96.03Z,ETI,1992-04-01,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
724,384886610,22.22Z,ETI,1992-04-01,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
725,384935557,62.02A,ETI,1992-03-16,62,1700843.0,45920.0,65494.0,0.0,0.0,128868.0,451878.0,427328.0,581355.0
726,384979555,26.12Z,ETI,1992-03-27,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
727,384983854,20.53Z,ETI,1992-03-17,20,1125574.0,70367.0,81346.0,0.0,93263.0,76311.0,72440.0,635071.0,96776.0
728,384989208,62.02A,ETI,1992-02-22,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
729,385012513,20.53Z,ETI,1992-01-01,20,472816.0,0.0,0.0,0.0,0.0,64497.0,61199.0,195925.0,151195.0
730,385019070,20.30Z,GE,1991-12-24,20,7134000.0,479000.0,601000.0,566000.0,412000.0,1311000.0,1253000.0,1157000.0,1355000.0
731,385078183,20.14Z,ETI,1992-04-01,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,385106372,71.11Z,ETI,1992-04-01,71,292832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292832.0
733,385166640,62.02A,ETI,1992-04-10,62,2244555.0,0.0,0.0,0.0,0.0,0.0,862169.0,0.0,1382386.0
734,385197736,21.20Z,ETI,1992-04-03,21,96793.0,0.0,0.0,0.0,0.0,0.0,0.0,96793.0,0.0
735,385335062,71.12B,ETI,1992-04-16,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
736,385358817,22.22Z,ETI,1992-05-01,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
737,385365713,62.02A,GE,1992-04-08,62,29627000.0,5400000.0,0.0,5214000.0,0.0,7497000.0,0.0,5737000.0,5779000.0
738,387468218,71.12B,ETI,1992-05-02,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
739,387495799,62.01Z,ETI,1992-05-04,62,218301.0,18786.0,151093.0,48422.0,0.0,0.0,0.0,0.0,0.0
740,387566284,25.61Z,ETI,1992-05-21,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
741,387949530,71.12B,ETI,1992-06-17,71,5200000.0,0.0,0.0,0.0,0.0,5200000.0,0.0,0.0,0.0
742,387957053,71.12B,ETI,1992-07-15,71,394405.0,0.0,0.0,0.0,0.0,185733.0,109424.0,99248.0,0.0
743,388035107,71.12B,GE,1992-07-01,71,16081.0,3196.0,4210.0,4964.0,3111.0,0.0,300.0,0.0,300.0
744,388039349,71.12B,ETI,1992-06-01,71,24334.75,0.0,0.0,13287.0,0.0,0.0,0.0,6804.0,4243.75
745,388056962,22.29A,ETI,1992-06-13,22,30255443.16,999568.0,1394117.0,724167.0,7597962.0,3764847.0,5546166.16,5807268.0,4421348.0
746,388062796,22.21Z,ETI,1992-05-13,22,549643.0,137193.0,169323.0,140127.0,32000.0,0.0,0.0,71000.0,0.0
747,388064750,20.59Z,ETI,1992-06-01,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
748,388237331,71.12B,GE,1992-07-01,71,283312.0,0.0,283312.0,0.0,0.0,0.0,0.0,0.0,0.0
749,388303554,20.14Z,ETI,1992-07-28,20,455503.0,0.0,0.0,0.0,0.0,149042.0,128134.0,178327.0,0.0
750,388354631,25.50B,ETI,1992-07-10,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
751,388432171,22.21Z,ETI,1992-09-01,22,520914.7,0.0,0.0,0.0,515737.7,0.0,5177.0,0.0,0.0
752,388452518,71.12B,GE,1992-07-01,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
753,388457004,71.12B,GE,1992-06-15,71,598543.0,0.0,203843.0,231700.0,0.0,163000.0,0.0,0.0,0.0
754,388567406,20.42Z,ETI,1992-08-05,20,44256.0,0.0,0.0,0.0,44256.0,0.0,0.0,0.0,0.0
755,388569063,25.99B,ETI,1992-10-01,25,434400.0,0.0,0.0,0.0,0.0,0.0,0.0,434400.0,0.0
756,388796526,96.03Z,ETI,1992-10-01,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
757,388835449,22.29A,ETI,1992-10-01,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
758,388866212,20.51Z,ETI,1992-10-01,20,15370749.0,2292000.0,2124000.0,2120459.0,2034290.0,1751000.0,1702000.0,1774000.0,1573000.0
759,388923203,21.20Z,ETI,1992-11-02,21,18789764.0,18125046.0,142316.0,98190.0,106537.0,122573.0,98882.0,96220.0,0.0
760,389028515,62.02A,ETI,1992-11-02,62,644298.0,0.0,0.0,0.0,51531.0,152979.0,0.0,308070.0,131718.0
761,389187360,26.12Z,ETI,1992-11-09,26,28070917.0,4285000.0,3459917.0,4000000.0,3686000.0,3200000.0,3150000.0,2920000.0,3370000.0
762,389218850,20.14Z,ETI,1992-11-18,20,11370550.0,0.0,0.0,0.0,0.0,10980200.0,90158.0,150400.0,149792.0
763,389257361,62.02A,ETI,1992-11-13,62,3736672.0,0.0,993992.0,0.0,0.0,0.0,0.0,0.0,2742680.0
764,389321746,71.20B,ETI,1993-01-01,71,456000.0,105000.0,59000.0,72000.0,44000.0,15000.0,61000.0,55000.0,45000.0
765,389363094,71.12B,GE,1992-11-27,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
766,389413816,62.02A,ETI,1992-10-01,62,296107.0,18635.0,24844.0,0.0,249623.0,0.0,2148.0,857.0,0.0
767,389470055,22.19Z,ETI,1992-12-09,22,4588355.0,484000.0,591000.0,736355.0,662000.0,511000.0,444000.0,597000.0,563000.0
768,389488016,62.03Z,ETI,1992-10-01,62,2103133.0,933345.0,0.0,1169788.0,0.0,0.0,0.0,0.0,0.0
769,389502253,26.11Z,ETI,1992-11-23,26,2963486.0,559478.0,0.0,0.0,0.0,718356.0,397000.0,777652.0,511000.0
770,389573114,25.62B,ETI,1993-01-04,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
771,389586900,20.14Z,ETI,1992-12-30,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
772,389652405,32.50A,ETI,1993-02-01,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
773,389670142,20.59Z,ETI,1992-12-23,20,4087687.0,0.0,0.0,12484.0,0.0,13910.0,69803.0,70925.0,3920565.0
774,389671165,62.03Z,ETI,1993-01-08,62,1924901.0,0.0,0.0,0.0,1924901.0,0.0,0.0,0.0,0.0
775,389688300,20.30Z,ETI,1993-01-01,20,263918.35,62436.0,73203.54,0.0,62485.81,0.0,0.0,65793.0,0.0
776,389776386,71.12B,ETI,1993-01-04,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
777,389783960,22.19Z,ETI,1992-12-24,22,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0
778,389887787,71.12B,ETI,1992-12-31,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
779,389913492,71.12B,GE,1993-01-01,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
780,389941907,25.61Z,ETI,1993-01-15,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
781,389945957,25.93Z,ETI,1993-01-04,25,6338975.0,96722.0,122647.0,108507.0,0.0,0.0,2881272.0,3129827.0,0.0
782,389957622,21.20Z,GE,1993-01-04,21,20000.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
783,390019487,71.20B,ETI,1993-01-01,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
784,390206381,25.11Z,ETI,1993-02-22,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
785,390319192,71.20B,ETI,1993-01-26,71,195478.0,66478.0,48000.0,33000.0,31000.0,17000.0,0.0,0.0,0.0
786,390334225,62.01Z,ETI,1993-02-01,62,5070000.0,1243000.0,1161000.0,0.0,1333000.0,1333000.0,0.0,0.0,0.0
787,390613610,71.12B,ETI,1993-03-18,71,11125432.0,1405663.0,1391748.0,1124840.0,1113297.0,1151706.0,1295762.0,1687564.0,1954852.0
788,390865749,62.02A,ETI,1993-04-01,62,1028932.0,0.0,0.0,0.0,0.0,394200.0,634732.0,0.0,0.0
789,391548955,20.41Z,ETI,1993-06-09,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
790,392808374,32.50B,GE,1993-10-08,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
791,393135298,62.02A,ETI,1993-11-23,62,60158000.0,0.0,0.0,0.0,0.0,14915000.0,16498000.0,13845000.0,14900000.0
792,393452289,25.92Z,ETI,1993-12-22,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
793,394082697,71.20B,ETI,1994-01-07,71,870774.0,110300.0,74624.0,63749.0,99920.0,185432.0,116956.0,115559.0,104234.0
794,394510739,71.20B,GE,1994-03-29,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
795,394510960,71.12B,ETI,1994-03-07,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
796,394527154,72.19Z,GE,1994-03-15,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
797,394620298,32.50B,GE,1994-04-01,32,117126.0,39715.0,0.0,52357.0,25054.0,0.0,0.0,0.0,0.0
798,394671820,29.32Z,ETI,1994-04-07,29,7499968.0,1090095.0,1198859.0,1139880.0,916189.0,805877.0,803335.0,787758.0,757975.0
799,394680656,20.15Z,GE,1994-04-15,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,394710552,72.19Z,GE,1994-03-28,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
801,394737183,95.29Z,ETI,1994-03-01,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
802,394751713,71.11Z,ETI,1994-01-01,71,121941.0,0.0,0.0,121941.0,0.0,0.0,0.0,0.0,0.0
803,394843601,71.12B,ETI,1994-04-26,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
804,394895304,71.20B,ETI,1994-05-02,71,6105.0,0.0,0.0,0.0,0.0,6105.0,0.0,0.0,0.0
805,395001852,25.94Z,ETI,1994-02-28,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
806,395208796,71.20A,ETI,1994-04-01,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
807,395213630,71.12B,ETI,1994-04-01,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
808,395368376,95.29Z,ETI,1994-02-01,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
809,397474156,95.25Z,ETI,1994-06-01,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
810,397480500,20.16Z,ETI,1994-06-13,20,645477.0,0.0,530000.0,33338.0,17898.0,23245.0,18850.0,11253.0,10893.0
811,397532839,25.73A,ETI,1994-06-01,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
812,397710690,21.20Z,ETI,1994-06-22,21,114290.99,0.0,0.0,0.0,0.0,0.0,29323.0,23596.0,61371.99
813,397866021,72.19Z,ETI,1994-07-01,72,3422279.0,595907.0,460845.0,0.0,0.0,919956.0,823524.0,511861.0,110186.0
814,397889957,71.12B,ETI,1994-08-01,71,80000.0,0.0,0.0,80000.0,0.0,0.0,0.0,0.0,0.0
815,397929209,22.29B,ETI,1994-06-29,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
816,398069021,32.50A,ETI,1994-08-01,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
817,398138545,62.02A,GE,1994-06-29,62,1166030.0,285000.0,366439.0,0.0,0.0,0.0,448101.0,41854.0,24636.0
818,398142299,25.50B,ETI,1994-08-05,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
819,398325217,22.22Z,ETI,1994-10-01,22,114371.0,39102.0,0.0,0.0,75269.0,0.0,0.0,0.0,0.0
820,398473470,62.02A,ETI,1994-10-04,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821,398732263,62.02A,ETI,1994-10-11,62,36000.0,36000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822,398796383,29.20Z,ETI,1994-11-01,29,7384374.0,0.0,1031914.0,1091014.0,910652.0,4303800.0,46994.0,0.0,0.0
823,398821686,22.19Z,ETI,1994-11-02,22,795877.0,35091.0,50526.0,19835.0,689000.0,1425.0,0.0,0.0,0.0
824,399024306,62.01Z,ETI,1994-12-01,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
825,399024652,25.12Z,ETI,1994-09-01,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826,399031335,25.11Z,ETI,1994-08-02,25,17272.0,1067.0,533.0,15672.0,0.0,0.0,0.0,0.0,0.0
827,399064963,26.70Z,GE,1994-11-16,26,3074000.0,0.0,0.0,125000.0,0.0,600000.0,697000.0,799000.0,853000.0
828,399091339,62.02A,ETI,1994-09-01,62,286922.0,0.0,0.0,40000.0,0.0,0.0,202667.0,0.0,44255.0
829,399110212,32.99Z,ETI,1994-11-21,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830,399132307,96.03Z,ETI,1994-11-08,96,13663.0,13663.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831,399140193,62.02A,GE,1994-12-19,62,215511.0,0.0,0.0,0.0,0.0,215511.0,0.0,0.0,0.0
832,399185107,22.29A,ETI,1994-11-21,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833,399190396,20.16Z,ETI,1994-11-25,20,910385.0,253804.0,355176.0,301405.0,0.0,0.0,0.0,0.0,0.0
834,399192863,71.12B,ETI,1994-11-01,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835,399214287,62.02A,GE,1994-12-07,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836,399240001,25.92Z,ETI,1994-12-01,25,89048.0,84348.0,0.0,0.0,0.0,0.0,0.0,4700.0,0.0
837,399247469,72.19Z,GE,1994-11-30,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838,399252014,95.11Z,ETI,1994-11-28,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839,399312578,20.42Z,ETI,1994-12-13,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840,399379411,62.03Z,GE,1994-12-20,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841,399395581,26.11Z,GE,1994-12-28,26,154354120.0,20120.0,19987000.0,23373000.0,7916000.0,30924000.0,23446000.0,19784000.0,28904000.0
842,399542398,71.12B,GE,1994-12-12,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843,399595644,62.02A,ETI,1995-01-16,62,839073.0,98471.0,99900.0,85051.0,61070.0,58321.0,101821.0,200839.0,133600.0
844,399663905,71.12B,GE,1994-12-01,71,1216305.0,56957.0,0.0,0.0,0.0,46414.0,368206.0,744728.0,0.0
845,399689389,71.12B,ETI,1995-01-02,71,62296.0,0.0,62296.0,0.0,0.0,0.0,0.0,0.0,0.0
846,399711530,71.12B,ETI,1994-12-31,71,1961000.0,0.0,0.0,0.0,0.0,215000.0,409000.0,492000.0,845000.0
847,399728666,62.02A,ETI,1995-01-12,62,216645.0,0.0,0.0,0.0,0.0,216645.0,0.0,0.0,0.0
848,399851609,71.20B,GE,1995-01-01,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849,400054383,71.20B,GE,1994-12-01,71,48413.0,0.0,0.0,0.0,0.0,48413.0,0.0,0.0,0.0
850,400072997,25.99B,ETI,1995-01-18,25,8231422.0,1108172.0,928011.0,1009406.0,1253358.0,1337105.0,1304625.0,204000.0,1086745.0
851,400132627,25.62B,ETI,1995-02-15,25,148850.0,0.0,0.0,148850.0,0.0,0.0,0.0,0.0,0.0
852,400214888,25.11Z,ETI,1995-01-25,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
853,400256780,20.42Z,GE,1995-03-06,20,469000.0,91000.0,83000.0,61000.0,28000.0,0.0,85000.0,97000.0,24000.0
854,400305223,71.12B,GE,1995-02-01,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
855,400357885,62.02A,GE,1995-02-13,62,11727000.0,544000.0,1627000.0,1957000.0,1878000.0,2206000.0,0.0,1850000.0,1665000.0
856,400370250,71.12B,GE,1995-03-01,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
857,400513602,20.59Z,ETI,1995-03-23,20,64940.0,0.0,27385.0,0.0,37555.0,0.0,0.0,0.0,0.0
858,400575569,25.11Z,ETI,1995-03-29,25,73541.0,0.0,0.0,73541.0,0.0,0.0,0.0,0.0,0.0
859,400597654,20.42Z,ETI,1995-03-01,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
860,400604377,29.20Z,ETI,1995-02-10,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
861,400916979,22.23Z,ETI,1995-04-01,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
862,401077938,71.12B,GE,1994-04-27,71,315602.0,47345.0,50130.0,0.0,0.0,0.0,141000.0,32127.0,45000.0
863,401315999,25.29Z,GE,1995-03-01,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
864,401324843,25.72Z,ETI,1995-06-09,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
865,401336342,62.02A,ETI,1995-06-01,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
866,401440268,62.02A,GE,1995-05-24,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
867,401502661,71.12B,ETI,1995-06-01,71,714349.0,0.0,0.0,48450.0,105984.0,137160.0,165454.0,151301.0,106000.0
868,401503792,71.12B,ETI,1995-06-26,71,161109.0,0.0,61109.0,0.0,0.0,0.0,0.0,0.0,100000.0
869,401686795,25.50B,ETI,1995-07-03,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
870,401791959,71.12B,ETI,1995-07-25,71,8817428.0,1468283.0,1455276.0,1590270.0,1433081.0,1512497.0,695431.0,600090.0,62500.0
871,401802087,26.30Z,ETI,1995-07-27,26,3874579.0,359031.0,406617.0,474848.0,492912.0,497780.0,499991.0,549503.0,593897.0
872,401872510,32.50A,ETI,1995-07-15,32,7773.92,0.0,0.0,7773.92,0.0,0.0,0.0,0.0,0.0
873,401878699,25.11Z,ETI,1995-08-01,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
874,402011175,21.20Z,ETI,1995-08-16,21,7224727.0,953000.0,370000.0,980000.0,1205000.0,1154612.0,941485.0,811871.0,808759.0
875,402112403,71.12B,GE,1995-08-24,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
876,402114474,22.21Z,ETI,1995-09-01,22,331095.0,0.0,0.0,0.0,90640.0,96455.0,49763.0,53255.0,40982.0
877,402125033,62.01Z,ETI,1995-09-01,62,92593.0,0.0,0.0,0.0,0.0,20153.0,20363.0,20883.0,31194.0
878,402171656,25.99A,ETI,1995-09-01,25,637311.37,0.0,0.0,0.0,0.0,0.0,430655.0,206656.37,0.0
879,402207963,32.99Z,ETI,1995-09-11,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
880,402222483,21.20Z,GE,1995-09-12,21,15891253.0,14136213.0,946189.0,808851.0,0.0,0.0,0.0,0.0,0.0
881,402237671,71.12B,ETI,1995-09-15,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
882,402250427,71.12B,ETI,1995-09-01,71,3361446.0,434761.0,437528.0,435169.0,525232.0,487713.0,525518.0,515525.0,0.0
883,402261234,26.51B,ETI,1995-09-01,26,2056000.0,303000.0,393000.0,327000.0,253000.0,240000.0,0.0,260000.0,280000.0
884,402336085,62.03Z,ETI,1994-11-01,62,225819.0,200000.0,25819.0,0.0,0.0,0.0,0.0,0.0,0.0
885,402460174,71.12B,GE,1995-10-02,71,2293090.0,0.0,0.0,475000.0,3090.0,357000.0,176000.0,572000.0,710000.0
886,402466643,62.01Z,GE,1995-10-07,62,2266425.0,0.0,0.0,0.0,1617106.0,249319.0,200000.0,200000.0,0.0
887,402473649,71.20B,GE,1995-10-01,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
888,402523088,26.11Z,ETI,1995-10-06,26,16412932.0,2000449.0,2196179.0,202337.0,2647934.0,0.0,2991598.0,2991598.0,3382837.0
889,402565147,25.11Z,GE,1995-10-10,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
890,402674329,21.10Z,ETI,1995-11-01,21,15466331.0,0.0,326606.0,0.0,0.0,0.0,0.0,8161585.0,6978140.0
891,402790133,22.23Z,ETI,1995-11-02,22,923029.0,33900.0,488688.0,0.0,146841.0,133048.0,50862.0,39169.0,30521.0
892,402896666,25.62B,ETI,1995-11-09,25,58258.0,0.0,0.0,58258.0,0.0,0.0,0.0,0.0,0.0
893,402976088,62.02A,GE,1995-11-20,62,166000.0,46000.0,47000.0,45000.0,0.0,0.0,0.0,0.0,28000.0
894,403009483,71.12B,GE,1995-11-01,71,231675.0,114133.0,0.0,0.0,117542.0,0.0,0.0,0.0,0.0
895,403038037,25.61Z,GE,1995-12-05,25,5504000.0,278000.0,1162000.0,1070000.0,0.0,950000.0,981000.0,1063000.0,0.0
896,403090426,22.22Z,ETI,1995-11-29,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
897,403092216,26.51B,ETI,1995-12-26,26,10619352.0,1788459.0,1246829.0,999293.0,1149355.0,1348874.0,1295710.0,1379273.0,1411559.0
898,403119431,29.10Z,ETI,1995-11-28,29,1361300.0,418300.0,0.0,0.0,0.0,0.0,943000.0,0.0,0.0
899,403162670,71.12B,ETI,1996-01-01,71,110000.0,0.0,0.0,0.0,0.0,0.0,47000.0,0.0,63000.0
900,403180805,20.14Z,GE,1995-12-15,20,11457360.0,1411976.0,1484106.0,1827727.0,1841987.0,1448938.0,1081250.0,1172595.0,1188781.0
901,403184120,71.12B,GE,1995-12-20,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
902,403184344,25.21Z,ETI,1995-12-21,25,7851455.0,0.0,1117267.0,0.0,2764633.0,1502919.0,2466636.0,0.0,0.0
903,403256944,71.12B,ETI,1995-12-26,71,24334206.4,6.4,4400000.0,5600000.0,5000000.0,3400.0,2800.0,28000.0,9300000.0
904,403283591,62.02A,GE,1995-12-18,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
905,403284805,96.03Z,ETI,1996-01-01,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
906,403293103,71.20B,ETI,1995-12-12,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
907,403340029,62.02A,GE,1996-01-01,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
908,403420656,25.29Z,ETI,1996-02-01,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
909,403505688,71.20A,GE,1995-11-08,71,2556.0,2556.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
910,403519689,62.03Z,ETI,1996-02-01,62,708917.0,50145.0,80122.0,92895.0,85505.0,85269.0,93503.0,133047.0,88431.0
911,403649130,25.99B,ETI,1996-01-22,25,225885.0,0.0,0.0,0.0,225885.0,0.0,0.0,0.0,0.0
912,403719917,25.12Z,ETI,1996-01-02,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
913,403748379,26.12Z,GE,1995-12-25,26,17904.643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17904.643
